ID,Reserve.Location,Camera.Site,Setup.Date,Last.Photo.Date,Cam.Days,Lat_Y,Long_X,Cam.Brand,Flash,RSA.Vegetation,RSA.Biome,Reserve.Area..km2.,Stablishment.Year,EVI.mean,EVI.sd,NDVI.Mean,NDVI.sd,Season,Managent.Type,Official.Name,Elev.m
282,NAM,NAM_A19,2019-02-27,2019-03-30,31,-30.07925,17.6328,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.098483333,0.00310317,0.15245,0.003422718,summer-autunm,National Park ,Namaqua National Park,279
283,NAM,NAM_A20,2019-02-27,2019-03-01,2,-30.06539,17.62456,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,55000,2001,0.098733333,0.005011054,0.157616667,0.006439073,summer-autunm,National Park ,Namaqua National Park,279
284,PLN,PLN_A01,2018-02-22,2018-07-08,136,-25.16281,26.96686,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.174428571,0.048390554,0.342714286,0.086105351,winter,Provintial Reserve,Pilanesberg National Park,1093
285,PLN,PLN_A02,2018-02-22,2018-07-02,130,-25.16086,27.02899,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.196085714,0.049183413,0.401642857,0.095925177,winter,Provintial Reserve,Pilanesberg National Park,1149
286,PLN,PLN_A03,2018-02-22,2018-06-19,117,-25.1775,27.04799,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.213728571,0.072493878,0.408728571,0.126394801,winter,Provintial Reserve,Pilanesberg National Park,1363
287,PLN,PLN_B01,2018-02-22,2018-05-26,93,-25.21823,26.99153,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.241385714,0.057294311,0.447642857,0.102122294,winter,Provintial Reserve,Pilanesberg National Park,1235
288,PLN,PLN_B02,2018-02-22,2018-06-24,122,-25.20867,27.02317,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.231242857,0.055578229,0.454185714,0.103583226,winter,Provintial Reserve,Pilanesberg National Park,1363
289,PLN,PLN_B03,2018-02-22,2018-06-29,127,-25.21794,27.06814,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.213257143,0.039924965,0.448557143,0.085335824,winter,Provintial Reserve,Pilanesberg National Park,1363
290,PLN,PLN_B04,2018-02-22,2018-07-17,145,-25.21194,27.12563,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.189228571,0.047360029,0.355171429,0.07593681,winter,Provintial Reserve,Pilanesberg National Park,1245
291,PLN,PLN_B05,2018-02-22,2018-07-14,142,-25.20306,27.16682,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.170342857,0.035232932,0.3779,0.076148692,winter,Provintial Reserve,Pilanesberg National Park,1155
292,PLN,PLN_C01,2018-02-22,2018-05-25,92,-25.25706,26.97546,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.214714286,0.057071371,0.448885714,0.110476776,winter,Provintial Reserve,Pilanesberg National Park,1184
293,PLN,PLN_C02,2018-02-22,2018-07-16,144,-25.26014,27.01797,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.195885714,0.049339687,0.388357143,0.091257508,winter,Provintial Reserve,Pilanesberg National Park,1275
294,PLN,PLN_C03,2018-02-22,2018-08-20,179,-25.25142,27.08037,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.172342857,0.03529886,0.302257143,0.061926216,winter,Provintial Reserve,Pilanesberg National Park,1275
295,PLN,PLN_C04,2018-02-22,2018-06-16,114,-25.25423,27.11968,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.133428571,0.044578983,0.324114286,0.088125846,winter,Provintial Reserve,Pilanesberg National Park,1225
296,PLN,PLN_C05,2018-02-22,2018-08-20,179,-25.2517,27.17187,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.176485714,0.073229671,0.385714286,0.125718289,winter,Provintial Reserve,Pilanesberg National Park,1082
297,PLN,PLN_C06,2018-02-22,2018-06-08,106,-25.25101,27.21082,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.177257143,0.042548986,0.400485714,0.10227146,winter,Provintial Reserve,Pilanesberg National Park,1082
298,PLN,PLN_D01,2018-02-22,2018-05-23,90,-25.29612,26.9715,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.166742857,0.03653988,0.344214286,0.072254352,winter,Provintial Reserve,Pilanesberg National Park,1184
299,PLN,PLN_D02,2018-02-22,2018-07-03,131,-25.30156,27.04135,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.176342857,0.043750233,0.370528571,0.093884729,winter,Provintial Reserve,Pilanesberg National Park,1275
300,PLN,PLN_D03,2018-02-22,2018-06-26,124,-25.29935,27.08176,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.177557143,0.0766682,0.430528571,0.123825707,winter,Provintial Reserve,Pilanesberg National Park,1275
301,PLN,PLN_D04,2018-02-22,2018-07-10,138,-25.29895,27.10259,Cuddeback,Black,SOUR BUSHVELD,Savanna,493.26,1979,0.1616,0.037420315,0.333157143,0.075007685,winter,Provintial Reserve,Pilanesberg National Park,1225
302,PLN,PLN_D05,2018-02-22,2018-07-16,144,-25.30343,27.17809,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.218728571,0.066287699,0.461814286,0.127065304,winter,Provintial Reserve,Pilanesberg National Park,1082
303,PLN,PLN_E02,2018-02-22,2018-06-22,120,-25.33536,27.03279,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.186085714,0.056052696,0.399028571,0.110553588,winter,Provintial Reserve,Pilanesberg National Park,1091
304,PLN,PLN_E03,2018-02-22,2018-06-24,122,-25.33667,27.05952,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.154671429,0.039243416,0.369828571,0.090238604,winter,Provintial Reserve,Pilanesberg National Park,1091
305,PLN,PLN_E04,2018-02-22,2018-08-19,178,-25.33503,27.11866,Cuddeback,Black,SOURISH MIXED BUSHVELD,Savanna,493.26,1979,0.185428571,0.041525041,0.430742857,0.101243911,winter,Provintial Reserve,Pilanesberg National Park,1072
306,SOM,SOM_A2,2018-11-14,2019-02-10,88,-27.50663,31.92837,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3617,0.104237243,0.628625,0.106934382,spring-summer,Private reserve,Somkhanda Game Reserve,199
307,SOM,SOM_B1,2018-10-28,2019-02-10,105,-27.52877,31.86694,Scoutguard,White,LOWVELD,Savanna,120,2006,0.4144625,0.054248764,0.72675,0.097302019,spring-summer,Private reserve,Somkhanda Game Reserve,401
308,SOM,SOM_C1,2018-10-23,2019-02-08,108,-27.55126,31.80491,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3582125,0.091369742,0.648525,0.177398081,spring-summer,Private reserve,Somkhanda Game Reserve,365
309,SOM,SOM_C4,2018-11-02,2019-02-10,100,-27.5524,31.86681,Scoutguard,White,LOWVELD,Savanna,120,2006,0.379575,0.091522671,0.70725,0.1661888,spring-summer,Private reserve,Somkhanda Game Reserve,401
310,SOM,SOM_C5,2018-11-04,2018-12-08,34,-27.55146,31.88741,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3974375,0.078438947,0.67075,0.153553276,spring-summer,Private reserve,Somkhanda Game Reserve,401
311,SOM,SOM_C6,2018-11-03,2019-02-09,98,-27.55222,31.90883,Scoutguard,White,LOWVELD,Savanna,120,2006,0.3469,0.092946452,0.6450625,0.14741036,spring-summer,Private reserve,Somkhanda Game Reserve,401
312,SOM,SOM_D1,2018-10-24,2019-02-09,108,-27.57345,31.84638,Scoutguard,White,LOWVELD,Savanna,120,2006,0.349225,0.096222298,0.675725,0.096026942,spring-summer,Private reserve,Somkhanda Game Reserve,401
313,TAN,TAN_A01,2019-06-16,2019-06-21,5,-32.33797596,19.99834699,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.075983333,0.007408697,0.118641667,0.006676616,winter,National Park ,Tankwa Karoo National Park,401
314,TAN,TAN_A02,2019-06-16,2019-07-11,25,-32.33602004,19.97395196,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.025641667,0.004487449,0.056416667,0.010404443,winter,National Park ,Tankwa Karoo National Park,401
315,TAN,TAN_A03,2019-06-16,2019-08-18,63,-32.33429404,19.94953204,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.042316667,0.004022851,0.091925,0.0084158,winter,National Park ,Tankwa Karoo National Park,401
316,TAN,TAN_A04,2019-06-16,2019-07-07,21,-32.33801602,19.92444802,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.047766667,0.002586093,0.100991667,0.005762016,winter,National Park ,Tankwa Karoo National Park,401
317,TAN,TAN_A05,2019-06-16,2019-08-25,70,-32.34115697,19.899536,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.025075,0.002470968,0.052266667,0.005074237,winter,National Park ,Tankwa Karoo National Park,370
318,TAN,TAN_A06,2019-06-17,2019-08-12,56,-32.32115901,19.89363799,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.0504,0.005008175,0.10615,0.013882658,winter,National Park ,Tankwa Karoo National Park,432
319,TAN,TAN_A07,2019-06-17,2019-08-31,75,-32.29937796,19.89110699,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.052308333,0.00273644,0.1143,0.008463075,winter,National Park ,Tankwa Karoo National Park,432
320,TAN,TAN_A08,2019-06-17,2019-07-26,39,-32.28005298,19.88194004,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.049883333,0.005266676,0.098625,0.011106356,winter,National Park ,Tankwa Karoo National Park,432
321,TAN,TAN_A09,2019-06-14,2019-08-23,70,-32.25993097,19.88579999,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.046375,0.007369979,0.097816667,0.011689765,winter,National Park ,Tankwa Karoo National Park,432
322,TAN,TAN_A10,2019-06-17,2019-08-03,47,-32.24540798,19.90314298,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.038691667,0.00446633,0.073475,0.008230445,winter,National Park ,Tankwa Karoo National Park,435
323,TAN,TAN_A11,2019-06-17,2019-09-12,87,-32.23329001,19.92330196,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.033108333,0.003588228,0.064725,0.005061284,winter,National Park ,Tankwa Karoo National Park,513
324,TAN,TAN_A12,2019-06-18,2019-08-07,50,-32.23087996,19.946261,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.062766667,0.003601347,0.111433333,0.007354075,winter,National Park ,Tankwa Karoo National Park,513
325,TAN,TAN_A13,2019-06-18,2019-07-31,43,-32.23547299,19.96881302,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.071066667,0.002734405,0.120416667,0.006524894,winter,National Park ,Tankwa Karoo National Park,513
326,TAN,TAN_A14,2019-06-18,2019-09-08,82,-32.23700596,19.993934,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.047308333,0.003284525,0.098908333,0.006099845,winter,National Park ,Tankwa Karoo National Park,513
327,TAN,TAN_A15,2019-06-18,2019-08-12,55,-32.23283202,20.01653203,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.052183333,0.005039631,0.102741667,0.011147397,winter,National Park ,Tankwa Karoo National Park,535
328,TAN,TAN_A16,2019-06-18,2019-08-23,66,-32.21368197,20.01724097,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.08565,0.007091031,0.165083333,0.015222939,winter,National Park ,Tankwa Karoo National Park,535
329,TAN,TAN_A17,2019-06-18,2019-08-23,66,-32.20286404,20.02939297,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.078991667,0.008918261,0.164416667,0.020206652,winter,National Park ,Tankwa Karoo National Park,535
330,TAN,TAN_B01,2019-06-17,2019-09-08,83,-32.285161,19.94982599,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.056016667,0.004063101,0.13105,0.013103053,winter,National Park ,Tankwa Karoo National Park,458
331,TAN,TAN_B02,2019-06-17,2019-09-12,87,-32.27804803,19.92725101,Cuddeback,Black,SUCCULENT KAROO,Succulent Karoo,1436,1986,0.053216667,0.004510157,0.109708333,0.008049106,winter,National Park ,Tankwa Karoo National Park,458
332,TSW,TSW_KA02,2018-11-18,2019-02-21,95,-27.26188,22.34283,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.119057143,0.005789317,0.1894,0.008218475,summer,Private reserve,Tswalu Kalahari Reserve,1112
333,TSW,TSW_KA03,2018-11-18,2019-02-19,93,-27.2617,22.36669,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.125928571,0.005793593,0.201614286,0.007541094,summer,Private reserve,Tswalu Kalahari Reserve,1112
334,TSW,TSW_KA05,2018-11-18,2019-02-18,92,-27.26174,22.41538,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.128057143,0.005501472,0.204885714,0.00852006,summer,Private reserve,Tswalu Kalahari Reserve,1112
335,TSW,TSW_KA06,2018-11-18,2019-02-19,93,-27.25917,22.43173,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.128671429,0.01114177,0.206785714,0.016195105,summer,Private reserve,Tswalu Kalahari Reserve,1210
336,TSW,TSW_KA07,2018-11-19,2019-02-20,93,-27.25309,22.45428,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.138285714,0.017611495,0.218185714,0.026536794,summer,Private reserve,Tswalu Kalahari Reserve,1210
337,TSW,TSW_KB02,2018-11-18,2019-02-21,95,-27.28055,22.34438,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.124214286,0.003829024,0.198614286,0.007443885,summer,Private reserve,Tswalu Kalahari Reserve,1112
338,TSW,TSW_KB03,2018-11-18,2019-02-21,95,-27.27885,22.36414,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.128828571,0.005935406,0.203385714,0.009933349,summer,Private reserve,Tswalu Kalahari Reserve,1112
339,TSW,TSW_KB04,2018-11-18,2019-02-19,93,-27.28081,22.3887,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.133085714,0.011702198,0.211514286,0.015877597,summer,Private reserve,Tswalu Kalahari Reserve,1112
340,TSW,TSW_KB05,2018-11-18,2019-02-20,94,-27.27842,22.41066,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.125971429,0.006680997,0.205214286,0.008925512,summer,Private reserve,Tswalu Kalahari Reserve,1112
341,TSW,TSW_KB06,2018-11-18,2019-02-21,95,-27.27839,22.43387,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.126042857,0.012903469,0.211328571,0.020799897,summer,Private reserve,Tswalu Kalahari Reserve,1210
342,TSW,TSW_KB07,2018-11-19,2019-02-21,94,-27.2801,22.45137,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.1136,0.01548354,0.185,0.021967172,summer,Private reserve,Tswalu Kalahari Reserve,1210
343,TSW,TSW_KC02,2018-11-19,2019-02-21,94,-27.30242,22.34617,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.124942857,0.004432402,0.193828571,0.005319372,summer,Private reserve,Tswalu Kalahari Reserve,1112
344,TSW,TSW_KC03,2018-11-19,2019-02-21,94,-27.29819,22.36741,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.133614286,0.008380618,0.212128571,0.012550925,summer,Private reserve,Tswalu Kalahari Reserve,1112
345,TSW,TSW_KC04,2018-11-19,2019-02-21,94,-27.30098,22.38917,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.140514286,0.014406298,0.219657143,0.019928025,summer,Private reserve,Tswalu Kalahari Reserve,1112
346,TSW,TSW_KC05,2018-11-19,2019-02-21,94,-27.30206,22.41235,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.127557143,0.016562896,0.208057143,0.023899641,summer,Private reserve,Tswalu Kalahari Reserve,1112
347,TSW,TSW_KC06,2018-11-19,2019-02-19,92,-27.30257,22.43358,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.1237,0.015369125,0.204085714,0.025193149,summer,Private reserve,Tswalu Kalahari Reserve,1210
348,TSW,TSW_KC07,2018-11-18,2019-02-21,95,-27.29684,22.45586,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.130114286,0.019734439,0.210871429,0.02916526,summer,Private reserve,Tswalu Kalahari Reserve,1210
349,TSW,TSW_KD02,2018-11-19,2019-02-21,94,-27.32092,22.34563,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.130128571,0.008728252,0.196571429,0.011067929,summer,Private reserve,Tswalu Kalahari Reserve,1112
350,TSW,TSW_KD03,2018-11-19,2019-02-21,94,-27.32413,22.36665,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.129042857,0.010649078,0.2043,0.015511823,summer,Private reserve,Tswalu Kalahari Reserve,1112
351,TSW,TSW_KD06,2018-11-19,2019-02-21,94,-27.31917,22.4335,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.1259,0.019893885,0.2114,0.030813796,summer,Private reserve,Tswalu Kalahari Reserve,1210
352,TSW,TSW_LB02,2018-11-20,2019-02-08,80,-27.19966,22.49944,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.132028571,0.010118418,0.238657143,0.01641177,summer,Private reserve,Tswalu Kalahari Reserve,1173
353,TSW,TSW_LB03,2018-11-20,2019-02-18,90,-27.19757,22.52455,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.144342857,0.005728833,0.235814286,0.007254982,summer,Private reserve,Tswalu Kalahari Reserve,1213
354,TSW,TSW_LC01,2018-11-20,2018-12-21,31,-27.21927,22.48024,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.137257143,0.010836952,0.234628571,0.017559111,summer,Private reserve,Tswalu Kalahari Reserve,1173
355,TSW,TSW_LC03,2018-11-20,2019-02-21,93,-27.2191,22.52278,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.138371429,0.008532822,0.236185714,0.009571386,summer,Private reserve,Tswalu Kalahari Reserve,1213
356,TSW,TSW_LD02,2018-11-19,2018-12-08,19,-27.23877,22.49919,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.1316,0.008477224,0.226914286,0.009446239,summer,Private reserve,Tswalu Kalahari Reserve,1173
357,TSW,TSW_LD03,2018-11-19,2019-02-21,94,-27.23686,22.52553,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.123757143,0.012574161,0.225614286,0.020245693,summer,Private reserve,Tswalu Kalahari Reserve,1213
358,TSW,TSW_LE01,2018-11-19,2019-02-21,94,-27.25648,22.47845,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.136428571,0.010715832,0.224914286,0.011975034,summer,Private reserve,Tswalu Kalahari Reserve,1210
359,TSW,TSW_LE02,2018-11-19,2019-02-21,94,-27.25599,22.50252,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.136328571,0.010300439,0.235085714,0.00626004,summer,Private reserve,Tswalu Kalahari Reserve,1292
360,TSW,TSW_LE03,2018-11-19,2019-02-16,89,-27.25842,22.52458,Cuddeback,White,KALAHARI THORNVELD AND SHRUB BUSHVELD,Savanna,1139.3,2008,0.113942857,0.018152764,0.208871429,0.030215047,summer,Private reserve,Tswalu Kalahari Reserve,1292
361,VEN,VEN_A01,2018-10-12,2019-01-05,85,-22.28234,29.27256,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1863875,0.04387565,0.2960125,0.063571342,spring-summer,Private reserve,Venetia Nature Reserve,571
362,VEN,VEN_A02,2018-10-12,2019-01-17,97,-22.30731,29.26691,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1986125,0.062943204,0.3327375,0.106125814,spring-summer,Private reserve,Venetia Nature Reserve,571
363,VEN,VEN_A03,2018-10-12,2019-01-17,97,-22.32698,29.26993,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1867375,0.035624147,0.3093375,0.065031837,spring-summer,Private reserve,Venetia Nature Reserve,571
364,VEN,VEN_A04,2018-10-12,2019-01-18,98,-22.34862,29.2706,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.183125,0.03876039,0.3119875,0.071086475,spring-summer,Private reserve,Venetia Nature Reserve,613
365,VEN,VEN_A05,2018-10-12,2019-01-18,98,-22.36621,29.27349,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.18665,0.037074558,0.3109,0.049563523,spring-summer,Private reserve,Venetia Nature Reserve,613
366,VEN,VEN_B01,2018-10-12,2018-11-05,24,-22.29047,29.29813,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.211025,0.05274003,0.333825,0.076029783,spring-summer,Private reserve,Venetia Nature Reserve,571
367,VEN,VEN_B02,2018-10-12,2019-01-16,96,-22.30911,29.29319,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1844875,0.043735518,0.298375,0.070429189,spring-summer,Private reserve,Venetia Nature Reserve,571
368,VEN,VEN_B04,2018-10-12,2019-01-18,98,-22.34719,29.297,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1922125,0.039918933,0.3235125,0.053241859,spring-summer,Private reserve,Venetia Nature Reserve,613
369,VEN,VEN_B05,2018-10-12,2019-01-13,93,-22.37327,29.29039,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1904625,0.041031832,0.3092625,0.05991861,spring-summer,Private reserve,Venetia Nature Reserve,613
370,VEN,VEN_C01,2018-10-12,2019-01-18,98,-22.2833,29.31536,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.2019375,0.068997431,0.3133875,0.098191219,spring-summer,Private reserve,Venetia Nature Reserve,571
371,VEN,VEN_C02,2018-10-12,2019-01-18,98,-22.30443,29.31264,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1673375,0.040717035,0.2499625,0.060754493,spring-summer,Private reserve,Venetia Nature Reserve,571
372,VEN,VEN_C04,2018-10-12,2018-12-27,76,-22.3433,29.31846,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.172175,0.032670203,0.2676375,0.049290855,spring-summer,Private reserve,Venetia Nature Reserve,613
373,VEN,VEN_C05,2018-10-12,2018-11-17,36,-22.36847,29.30647,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1465875,0.028567136,0.2300625,0.041113881,spring-summer,Private reserve,Venetia Nature Reserve,613
374,VEN,VEN_D01,2018-10-12,2018-11-17,36,-22.26736,29.26736,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.19385,0.09191193,0.29645,0.126355598,spring-summer,Private reserve,Venetia Nature Reserve,571
375,VEN,VEN_D02,2018-10-12,2019-01-18,98,-22.3025,29.32424,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1980625,0.051136818,0.30585,0.077736055,spring-summer,Private reserve,Venetia Nature Reserve,571
376,VEN,VEN_D04,2018-10-12,2019-01-18,98,-22.34255,29.33343,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1713,0.039561381,0.2594125,0.051177798,spring-summer,Private reserve,Venetia Nature Reserve,661
377,VEN,VEN_E02,2018-10-12,2019-01-18,98,-22.29463,29.33519,Cuddeback,White,MOPANI VELD,Savanna,322,1989,0.1964625,0.068076867,0.3084875,0.092320334,spring-summer,Private reserve,Venetia Nature Reserve,613
